clade_name	clade_taxid	profiled_HDW-D03-S37	profiled_HDW-D03-S35	profiled_HDW-D03-S34	profiled_HDW-D03-S33	profiled_HDW-D03-S32	profiled_HDW-D03-S31	profiled_HDW-D03-S28	profiled_HDW-D03-S27	profiled_HDW-D03-S26	profiled_HDW-D03-S25	profiled_HDW-C02-S115	profiled_HDW-C02-S113	profiled_HDW-C02-S112	profiled_HDW-C02-S111	profiled_HDW-C02-S106	profiled_HDW-C02-S104
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_403	2|1239|186801|186802|541000|1263|1262958	0	0	0	0	0	0	0	0	0	0.06863	0.08141	0	0.02641	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_488	2|1239|186801|186802|541000|1263|1262959	0	0.00361	0.5377	0	0	0	0	0	0	0.00567	0	0	0.16011	0	0	1.91251
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_563	2|1239|186801|186802|541000|1263|1262961	0	4.93659	0	0	0	0	0	0	0	1.72467	0.06724	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_624	2|1239|186801|186802|541000|1263|1262965	0	0	0	0	0	0	0	0	0	0	0.23686	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	2|1239|186801|186802|541000|1905344	0	0.01295	0.00589	0.06634	0.02499	0	0.01624	0	0	0.0661	0.0164	0.07779	0.21287	0	0.02081	0.01297
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	2|1239|186801|186802|541000|1905344|1550024	0	0.01295	0.00589	0.06634	0.02499	0	0.01624	0	0	0.0661	0.0164	0.07779	0.21287	0	0.02081	0.01297
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.71395	9.77215	0.32757	4.85957	0.21713	0.99589	1.37231	0	0	4.0618	2.80419	0.97779	1.22618	0.35131	0	1.74211
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.71395	9.77215	0.32757	4.85957	0.21713	0.99589	1.37231	0	0	4.0618	2.80419	0.97779	1.22618	0.35131	0	1.74211
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	1.71395	9.77215	0.32757	4.85957	0.21713	0.99589	1.37231	0	0	4.0618	2.80419	0.97779	1.22618	0.35131	0	1.74211
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	2|1239|526524|526525|128827|135858	0.4323	9.41704	0.01473	3.13127	0	0.9328	0	0	0	3.79773	1.61807	0	1.05918	0	0	0.996
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	2|1239|526524|526525|128827|135858|100886	0.4323	9.41704	0.01473	3.13127	0	0.9328	0	0	0	3.79773	1.61807	0	1.05918	0	0	0.996
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	2|1239|526524|526525|128827|1505663	0	0	0	0	0.21713	0	0	0	0	0.00147	0	0.05106	0.05607	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum	2|1239|526524|526525|128827|1505663|1522	0	0	0	0	0	0	0	0	0	0.00147	0	0.03215	0.05607	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	2|1239|526524|526525|128827|1505663|29348	0	0	0	0	0	0	0	0	0	0	0	0.01891	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	2|1239|526524|526525|128827|1505663|1547	0	0	0	0	0.21713	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	2|1239|526524|526525|128827|1573534	0	0	0	0	0	0	0	0	0	0	0	0.06806	0.10883	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides	2|1239|526524|526525|128827|1573534|39483	0	0	0	0	0	0	0	0	0	0	0	0.06806	0.10883	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	2|1239|526524|526525|128827|1573535	0.01463	0.3551	0.31284	1.7283	0	0.06308	1.27716	0	0	0.24436	1.18612	0.85504	0.00091	0.34854	0	0.7461
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	2|1239|526524|526525|128827|1573535|1735	0.01463	0.3551	0.31284	1.7283	0	0.06308	1.27716	0	0	0.24436	1.18612	0.85504	0.00091	0.34854	0	0.7461
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota	2|1239|526524|526525|128827|1924110	0	0	0	0	0	0	0	0	0	0	0	0.00363	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_timonensis	2|1239|526524|526525|128827|1924110|1776392	0	0	0	0	0	0	0	0	0	0	0	0.00363	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter	2|1239|526524|526525|128827|191303	1.26703	0	0	0	0	0	0.09516	0	0	0.01824	0	0	0.00119	0.00276	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis	2|1239|526524|526525|128827|191303|154288	1.26703	0	0	0	0	0	0.09516	0	0	0.01824	0	0	0.00119	0.00276	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0	6.66288	3.35487	0.425	1.41743	0.01503	0.31025	0	1.47093	7.39993	1.19971	0.04046	7.22567	2.2265	0.15513	3.84784
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0	6.66288	3.35487	0.425	1.41743	0.01503	0.31025	0	1.47093	7.39993	1.19971	0.04046	7.22567	2.2265	0.15513	3.84784
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	0	6.66288	3.35487	0.425	1.41743	0.01503	0.31025	0	1.47093	7.39993	1.19971	0.04046	7.22567	2.2265	0.15513	3.84784
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified	2|1239||||	0	6.66288	3.35487	0.425	1.41743	0.01503	0.31025	0	1.47093	7.39993	1.19971	0.04046	7.22567	2.2265	0.15513	3.84784
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110	2|1239|||||1263000	0	0.1633	0.56302	0.00472	0	0	0	0	0.08913	1.38202	0.6782	0.01434	0.27341	0.34473	0.12152	0.14222
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_170	2|1239|||||1263006	0	0.04541	0.12979	0	0	0	0	0	0.09337	0.09732	0.00354	0	0.00167	0.00796	0	1.21136
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_238	2|1239|||||1263011	0	0	0	0	0	0	0	0	0	1.58675	0	0	0.28771	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_534	2|1239|||||1263027	0	0	0.12588	0	0	0	0	0	0	0.29508	0	0	0.13963	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_555	2|1239|||||1263030	0	0	0.00475	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_791	2|1239|||||1262993	0	6.21562	2.19016	0	0	0	0	0	0	2.74268	0.36827	0	6.45103	1.52192	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83	2|1239|||||1262992	0	0.18506	0.04462	0.323	1.41743	0.01503	0.30794	0	1.28843	0.10611	0.01262	0.02072	0.07221	0.26851	0.03362	1.846
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94	2|1239|||||1262989	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95	2|1239|||||1262988	0	0.05349	0.29667	0.09728	0	0	0.00231	0	0	1.18998	0.13707	0	0	0.08339	0	0.64827
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.24106	0.05372	5.12943	2.41323	1.1961	8.98474	2.20147	11.46312	0.69676	0.20231	0.84469	1.60601	0.29554	0.22805	0.20236	4.77469
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0	0.02148	5.12943	2.1165	1.11868	2.93947	2.16588	9.81922	0	0.20231	0.63805	0.04806	0.23908	0.12873	0.02123	4.75194
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	0	0.02148	5.12943	2.1165	1.11868	2.93947	2.16588	9.81922	0	0.20231	0.63805	0.04806	0.23908	0.12873	0.02123	4.75194
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	2|1239|909932|1843488|909930|904	0	0	0	0	0	0.27969	0.02798	9.81922	0	0	0	0.00681	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	2|1239|909932|1843488|909930|904|187327	0	0	0	0	0	0.27969	0	9.81922	0	0	0	0.00681	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_CAG_542	2|1239|909932|1843488|909930|904|1262687	0	0	0	0	0	0	0.02798	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	2|1239|909932|1843488|909930|33024	0	0.02148	5.12943	2.1165	1.11868	2.65978	2.13791	0	0	0.20231	0.63805	0.04125	0.23908	0.12873	0.02123	4.75194
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	2|1239|909932|1843488|909930|33024|33025	0	0	0	0	1.11868	0	0	0	0	0	0	0.04125	0	0	0.02123	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	2|1239|909932|1843488|909930|33024|626940	0	0.02148	5.12943	2.1165	0	2.65978	2.13791	0	0	0.20231	0.63805	0	0.23908	0.12873	0	4.75194
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	0	0	0	0	0	3.72424	0	0	0	0	0.20009	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	2|1239|909932|909929|1843491	0	0	0	0	0	3.72424	0	0	0	0	0.20009	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas	2|1239|909932|909929|1843491|158846	0	0	0	0	0	0.24643	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis	2|1239|909932|909929|1843491|158846|437897	0	0	0	0	0	0.21515	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_hypermegale	2|1239|909932|909929|1843491|158846|158847	0	0	0	0	0	0.03128	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella	2|1239|909932|909929|1843491|52225	0	0	0	0	0	3.47782	0	0	0	0	0.20009	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida	2|1239|909932|909929|1843491|52225|52226	0	0	0	0	0	3.47782	0	0	0	0	0.20009	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	1.24106	0.03225	0	0.29673	0.07743	2.32102	0.03559	1.6439	0.69676	0	0.00655	1.55796	0.05646	0.09932	0.18113	0.02275
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	1.24106	0.03225	0	0.29673	0.07743	2.32102	0.03559	1.6439	0.69676	0	0.00655	1.55796	0.05646	0.09932	0.18113	0.02275
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella	2|1239|909932|1843489|31977|209879	0.08718	0.03225	0	0.28109	0.07628	0.12472	0.03559	0.30412	0	0	0.00655	0.09367	0	0.09932	0	0.02048
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	2|1239|909932|1843489|31977|209879|209880	0.08718	0.03225	0	0.28109	0.07628	0.12472	0.03559	0.30412	0	0	0.00655	0.09367	0	0.09932	0	0.02048
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	2|1239|909932|1843489|31977|39948	0.02259	0	0	0	0	0	0	0	0.68424	0	0	0.03334	0.0047	0	0.01985	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	2|1239|909932|1843489|31977|39948|218538	0	0	0	0	0	0	0	0	0.68424	0	0	0.03334	0	0	0.01985	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus	2|1239|909932|1843489|31977|39948|487173	0.02259	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera	2|1239|909932|1843489|31977|906	0.81167	0	0	0	0	2.18619	0	0	0	0	0	0	0.05177	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii	2|1239|909932|1843489|31977|906|907	0.81167	0	0	0	0	2.18619	0	0	0	0	0	0	0.05177	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	2|1239|909932|1843489|31977|29465	0.31962	0	0	0.01564	0.00115	0.01012	0	1.33978	0.01252	0	0	1.43094	0	0	0.16127	0.00227
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	2|1239|909932|1843489|31977|29465|39777	0	0	0	0.00655	0	0	0	0.26343	0	0	0	0.01528	0	0	0.00283	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	2|1239|909932|1843489|31977|29465|39778	0	0	0	0.00681	0	0.01012	0	0.2933	0.01252	0	0	0.07988	0	0	0.02539	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium	2|1239|909932|1843489|31977|29465|1911679	0	0	0	0	0	0	0	0.20567	0	0	0	0.03954	0	0	0.01802	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	2|1239|909932|1843489|31977|29465|29466	0.31962	0	0	0.00228	0.00115	0	0	0.52484	0	0	0	1.2906	0	0	0.07915	0.00227
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rodentium	2|1239|909932|1843489|31977|29465|248315	0	0	0	0	0	0	0	0	0	0	0	0.00089	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6	2|1239|909932|1843489|31977|29465|2027459	0	0	0	0	0	0	0	0.05254	0	0	0	0.00157	0	0	0.00099	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	2|1239|909932|1843489|31977|29465|1110546	0	0	0	0	0	0	0	0	0	0	0	0.00318	0	0	0.03489	0
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2|1239|1737404|1737405	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	2|1239|1737404|1737405|1570339	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia	2|1239|1737404|1737405|1570339|150022	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia_magna	2|1239|1737404|1737405|1570339|150022|1260	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0
k__Bacteria|p__Proteobacteria	2|1224	0.4639	1.28808	0.04755	0.85047	0.6104	0.29718	0.49128	0.25237	0.01485	0.8522	0.30377	1.41269	1.0856	11.05606	0.10276	0.62441
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.03369	0.04915	0.00378	0	0.55207	0.00641	0.01946	0.01436	0	0	0	0	0	0.73346	0.00591	0
